id,category,body
5761,sci.space,"...text of options ""A"" and ""B"" deleted... Only 10KW? Ha! ""North America Modular SPACE STATION construction"" :-) Same apprach, same reasoning: ""construction occurs under assembly line conditions, no random weather problems interupting site-work on your home - better quality control"" -- sounds like first ""-"" point above :-) Somehow I have a strange attraction for this idea (living in a modular home maybe has altered my mind). The only thing that scares me is the part about simply strapping 3 SSME's and a nosecone on it and ""just launching it."" I have this vision of something going terribly…"
5762,sci.space,"Posted to the Internet by wmiler@nyx.cs.du.edu 000062David42 041493003715 The Lunar Tele-operation Model One (LTM1) ========================================= By David H. Mitchell March 23, 1993 INTRODUCTION: In order to increase public interest in space-based and lunar operations, a real miniature lunar-like environment is being constructed on which to test tele-operated models. These models are remotely-controlled by individuals located world-wide using their personal computers, for EduTainment purposes. Not only does this provide a test-bed for simple tele-operation and tele-presence…"
5763,sci.space,"Reply address: mark.prado@permanet.org > From: higgins@fnalf.fnal.gov (Bill Higgins-- Beam Jockey) > > In article <1993Apr19.230236.18227@aio.jsc.nasa.gov>, > > |> AW&ST had a brief blurb on a Manned Lunar Exploration > confernce> |> May 7th at Crystal City Virginia, under the > auspices of AIAA. > > Thanks for typing that in, Steven. > > I hope you decide to go, Pat. The Net can use some eyes > and ears there... I plan to go. It's about 30 minutes away from my home. I can report on some of it (from my perspective ...) Anyone else on sci.space going to be there? If so, send me netmail. Maybe…"
5764,sci.space,"Forwarded from Doug Griffith, Magellan Project Manager MAGELLAN STATUS REPORT April 23, 1993 1. The Magellan spacecraft continues to operate normally, gathering gravity data to plot the density variations of Venus in the mid-latitudes. The solar panel offpoint was returned to zero degrees and spacecraft temperatures dropped 2-3 degrees C. 2. An end-to-end test of the Delayed Aerobraking Data readout process was conducted this week in preparation for the Transition Experiment. There was some difficulty locking up to the data frames, and engineers are presently checking whether the problem was…"
5765,sci.space,"McDonnell Douglas rolls out DC-X ... SSTO research remains cloudy. The SDI Organization -- which paid $60 million for the DC-X -- can't itself afford to fund full development of a follow-on vehicle. To get the necessary hundreds of millions required for This is a little peculiar way of putting it, SDIO's budget this year was, what, $3-4 billion? They _could_ fund all of the DC development out of one years budget - of course they do have other irons in the fire ;-) and launcher development is not their primary purpose, but the DC development could as easily be paid for by diverting that money…"
5766,sci.space,"Hmmmm.... The prefix ""peri-"" is Greek, not Latin, so it's usually used with the Greek form of the name of the body being orbited. (That's why it's ""perihelion"" rather than ""perisol"", ""perigee"" rather than ""periterr"", and ""pericynthion"" rather than ""perilune"".) So for Jupiter I'd expect it to be something like ""perizeon"".) :^)"
5767,sci.space,"One consideration to remember is that if you don't turn it off now, you may not be able to later. This isn't a case of reaching over and flipping a switch; much of the spacecraft has to be working correctly to execute a ""turn off"" command successfully. Spacecraft do malfunction in their old age. The big concern is not radio clutter from idle spacecraft, but radio clutter from malfunctioning spacecraft that can no longer be turned off."
5768,sci.space,"You're assuming that their normal rotation carries all areas of the surface into sunlight. Not so. Even on Earth, each pole gets several weeks without sunlight in mid-winter. Pluto and Charon have much more extreme axial tilt and a much longer orbit. Pluto's north pole, for example, gets over a century of darkness followed by over a century of perpetual light. At the moment, we're in luck -- Pluto and Charon are just past their equinox, when the Sun was just on the horizon at both poles (of each). If we get probes there soon, only the immediate vicinity of one pole (on each) will be in…"
5769,sci.space,"Thanks again Andy. The image is in pub/delta-clipper now. The name has been changed to ""dcx-artists-concept.gif"" in the spirit of verboseness. :-) ----Chris Chris W. Johnson Internet: chrisj@emx.cc.utexas.edu UUCP: {husc6|uunet}!cs.utexas.edu!ut-emx!chrisj CompuServe: >INTERNET:chrisj@emx.cc.utexas.edu AppleLink: chrisj@emx.cc.utexas.edu@internet#"
5770,sci.space,"Since the DC-X is to take off horizontal, why not land that way?? Why do the Martian Landing thing.. Or am I missing something.. Don't know to much about DC-X and such.. (overly obvious?). Why not just fall to earth like the russian crafts?? Parachute in then... == Michael Adams, nsmca@acad3.alaska.edu -- I'm not high, just jacked"
5771,sci.space,"Early to mid June. If they think the public wants to see it they will carry it. Why not write them and ask? You can reach them at: F: NATIONAL NEWS MEDIA ABC ""World News Tonight"" ""Face the Nation"" 7 West 66th Street CBS News New York, NY 10023 2020 M Street, NW 212/887-4040 Washington, DC 20036 202/457-4321 Associated Press ""Good Morning America"" 50 Rockefeller Plaza ABC News New York, NY 10020 1965 Broadway National Desk (212/621-1600) New York, NY 10023 Foreign Desk (212/621-1663) 212/496-4800 Washington Bureau (202/828-6400) Larry King Live TV ""CBS Evening News"" CNN 524 W. 57th Street 111…"
5772,sci.space,"This notice will be posted weekly in sci.space, sci.astro, and sci.space.shuttle. The Frequently Asked Questions (FAQ) list for sci.space and sci.astro is posted approximately monthly. It also covers many questions that come up on sci.space.shuttle (for shuttle launch dates, see below). The FAQ is posted with a long expiration date, so a copy may be in your news spool directory (look at old articles in sci.space). If not, here are two ways to get a copy without waiting for the next posting: (1) If your machine is on the Internet, it can be obtained by anonymous FTP from the SPACE archive at…"
5773,sci.space,"DC-X as is today isn't suitable for this. However, the followon SDIO funds will. A reusable sounding rocket was always SDIO's goal. So did I. There is a lot going on now and some reports are due soon which should be very favorable. The insiders have been very bush briefing the right people and it is now paying off. However, public support is STILL critical. In politics you need to keep constant pressure on elected officials. Allen"
5774,sci.space,"If by that you mean anything on the GD approach, there was an article on it in a recent Avation Week. I don't remember the exact date but it was recent. Allen"
5775,sci.space,"Archive-name: space/mnemonics Last-modified: $Date: 93/04/01 14:39:14 $ ASTRONOMICAL MNEMONICS (This is the last FAQ section posted to sci.astro) Gathered from various flurries of mnemonic postings on sci.astro. Spectral classification sequence: O B A F G K M R N S Oh Be A Fine Girl Kiss Me Right Now, Sweetheart. (a classic) O'Dell's Big Astronomical Fiasco Gonna Kill Me Right Now Surely Obese Balding Astronomy Found Guilty; Killed Many Reluctant Nonscience Students. Octopus Brains, A Favorite Gastronomical Kitchen Menu, Requires No Sauce Odd Ball Astronomers Find Generally Kooky Mnemonics…"
5776,sci.space,They must be shipping that good Eau Clair acid to California now.
5777,sci.space,"My poor old physics intuition will be very surprised if these tiny masses, sitting very close to Jupiter, play any role whatsoever in the problem. Or, to put it more technically, the extra ""volume"" they add to the phase space of possible capture trajectories is negligible. Jupiter is 2E27 kg, while the Galilean satellites are around 1E23. Also, as I said, the few references that I've looked at do not mention outgassing or breakup as important processes. The important thing is a Jupiter-Sun-comet ""reverse slingshot"" that leads to a weakly Jupiter-bound orbit for the comet (at least a temporary…"
5778,sci.space,"I read it refered to as the ""parabolic cross-section"" rule; the idea was that if you plot the area of the fuselage cross- section as a function of the point fore-and-aft along the fuselage, a plot that is a **paraboloid** minimizes somethin' or 'nother (to be technical about it)."
5779,sci.space,"Re: Space billboards Even easier to implement than writing messages on the Moon, once upon a time a group of space activists I belonged to in Seattle considered a ""Goodyear Blimp in orbit"". The idea was to use a large structure that could carry an array of lights like the Goodyear Blimp has. Placed in a low Earth orbit of high inclination, it could eventually be seen by almost everyone on Earth. Only our collective disapproval of cluttering up space with such a thing stopped us from pursuing it. It had quite feasible economics, which I will not post here because I don't want to encourage the…"
5780,sci.space,"The company was probably ""Public Missiles, Inc"" of Michigan. Yup. Nope, it's not illegal. It is, however, closely regulated. In order to purchase and use the big rocket motors required, it is necessary to be one of the following: a) An employee of a government agency. b) An employee or student at a university doing research involving rockets. c) A member or representative of an educational organization involved in research or other uses of rockets. There are two such organizations: The Tripoli Rocketry Association and the National Association of Rocketry. Members of either organization must…"
5781,sci.space,"on Date: Sat, 3 Apr 1993 12:38:50 GMT, Paul Dietz <dietz@cs.rochester.edu> /in essence, holding a match under the nozzle, is just *nuts*. One /thing you absolutely must do in such an engine is to guarantee that /the propellants ignite as soon as they mix, within milliseconds. To /do otherwise is to fill your engine with a high explosive mixture /which, when it finally does ignite, blows everything to hell. Definitely! In one of the reports of an early test conducted by Rocketdyne at their Santa Susanna Field Lab (""the Hill"" above the San Fernando and Simi Valleys), the result of a hung start…"
5782,sci.space,"What evidence indicates that Gamma Ray bursters are very far away? Given the enormous power, i was just wondering, what if they are quantum black holes or something like that fairly close by? Why would they have to be at galactic ranges? my own pet theory is that it's Flying saucers entering hyperspace :-) but the reason i am asking is that most everyone assumes that they are colliding nuetron stars or spinning black holes, i just wondered if any mechanism could exist and place them closer in."
5783,sci.space,"A brief political/cultural item. Radio station WGMS in Washington is a classical music station with a large audience among high officials (elected and otherwise). Imagine a radio station that advertises Mercedes Benzes, diamond jewelry, expensive resorts and (truthfully) Trident submarines. This morning I heard a commercial for the space station project. Didn't catch the advertiser. Guess they're pulling out all the stops."
5784,sci.space,"FOR IMMEDIATE RELEASE Contact: OASIS (310) 364-2290 15 April 1993 Los Angeles, CA LOCAL NATIONAL SPACE SOCIETY CHAPTERS SPONSOR TALK BY L.A. ADVOCATE OF LUNAR POWER SYSTEM AS ENERGY SOURCE FOR THE WORLD On April 21, the OASIS and Ventura County chapters of the National Space Society will sponsor a talk by Lunar Power System (LPS) co- inventor and vice-president of the LPS Coalition, Dr. Robert D. Waldron. It will be held at 7:30 p.m. at the Rockwell Science Center in Thousand Oaks, CA. Dr. Waldron is currently a Technical Specialist in Space Materials Processing with the Space Systems…"
5785,sci.space,"Careful. Making statements about how solid state is (generally) more reliable than analog will get you a nasty follow-up from Tommy Mac or Pat. Wait a minute; you *are* Pat. Pleased to see that you're not suffering from the bugaboos of a small mind. ;-) -- ""Insisting on perfect safety is for people who don't have the balls to live in the real world."" -- Mary Shafer, NASA Ames Dryden"
5786,sci.space,YES! Give me his name I would greatly appreciate it. Rich
5787,sci.space,"There are no Mariner craft from which we are still receiving data. I believe you are referring to one or more of Pioneers 6 through 9 (launched from December 1965 through November 1968), which were put into solar orbits to study interplanetary space. I recall reading that at least one of them was still functioning 25 years after launch."
5788,sci.space,This claim was made when someone spotted training film footage spliced into the footage of the actual spacewalk.
5789,sci.space,"Archive-name: space/groups Last-modified: $Date: 93/04/01 14:39:08 $ SPACE ACTIVIST/INTEREST/RESEARCH GROUPS AND SPACE PUBLICATIONS GROUPS AIA -- Aerospace Industry Association. Professional group, with primary membership of major aerospace firms. Headquartered in the DC area. Acts as the ""voice of the aerospace industry"" -- and it's opinions are usually backed up by reams of analyses and the reputations of the firms in AIA. [address needed] AIAA -- American Institute of Aeronautics and Astronautics. Professional association, with somewhere about 30,000-40,000 members. 65 local chapters…"
5790,sci.space,"The supersonic booms hear a few months ago over I belive San Fran, heading east of what I heard, some new super speed Mach 25 aircraft?? What military based int he direction of flight are there that could handle a Mach 25aircraft on its landing decent?? Odd question??"
5791,sci.space,"Original to: szabo@techbook.com G'day szabo@techbook.com 29 Mar 93 07:28, szabo@techbook.com wrote to All: sc> szabo@techbook.com (Nick Szabo), via Kralizec 3:713/602 sc> Here are some longer-term markets to consider: Here are some more: * Terrestrial illumination from orbiting mirrors. * World enviroment and disaster monitering system. (the Japanese have already developed a plan for this, called WEDOS) Although this may be more of a ""public good"". * Space tourism. * Energy relay satellites ta Ralph"
5792,sci.space,"I am coordinating the Space Shuttle Program Office's e-mail traffic to NPO Energia for our on-going Joint Missions. I have several e-mail addresses for NPO Energia folks, but I won't post them on the 'Net for obvious reasons. If you need to know, give me a yell. -- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office kjenks@gothamcity.jsc.nasa.gov (713) 483-4368"
5793,sci.space,At one time there was speculation that the first spacewalk (Alexei Leonov ?) was a staged fake. Has any evidence to support or contradict this claim emerged ? Was this claim perhaps another fevered Cold War hallucination ?
5794,sci.space,"As for advertising -- sure, why not? A NASA friend and I spent one drunken night figuring out just exactly how much gold mylar we'd need to put the golden arches of a certain American fast food organization on the face of the Moon. Fortunately, we sobered up in the morning. Hmmm. It actually isn't all that much, is it? Like about 2 million km^2 (if you think that sounds like a lot, it's only a few tens of m^2 per burger that said organization sold last year). You'd be best off with a reflective substance that could be sprayed thinly by an unmanned craft in lunar orbit (or, rather, a large set…"
5795,sci.space,"Hi all, I'm trying to get mailing addresses for the following companies. Specifically, I need addresses for their personnel offices or like bureau. The companies are: - AMROC - Orbital Sciences Corp. (sp?) - Spacehab, Inc. (I know this one is somewhere in Seattle, WA, or at least part of it is.) - Space Industries, Inc. (Somewhere in Houston) - Space Enterprises Inc. If anybody could point me in the right direction on this, I would be most appreciative. I prefer an email response, but I will post a summary if sufficient interest exists. Thanks,"
5796,sci.space,"There is a wonderful book by Jean Meeus called ""Astronomical Algorithms,"" (1991) which I am fairly sure contains an algorithm for sunrise and sunset times. Dan Asimov Mail Stop T045-1 NASA Ames Research Center Moffett Field, CA 94035-1000"
5797,sci.space,":Just a bit off, Phil. We don't reprocess nuclear fuel because what :you get from the reprocessing plant is bomb-grade plutonium. It is :also cheaper, given current prices of things, to simply fabricate new :fuel rods rather than reprocess the old ones, creating potentially :dangerous materials (from a national security point of view) and then :fabricate that back into fuel rods. Fabricating with reprocessed plutonium may result in something that may go kind of boom, but its hardly decent bomb grade plutonium. If you want bomb grade plutonium use a research reactor, not a power reactor. But…"
5798,sci.space,"If I read you right, you're saying in essence that, with a larger economy, nations will have more discretionary funds to *waste* on a lunar facility. That was certainly partially the case with Apollo, but real Lunar colonies will probably require a continuing military, scientific, or commercial reason for being rather than just a ""we have the money, why not?"" approach. It's conceivable that Luna will have a military purpose, it's possible that Luna will have a commercial purpose, but it's most likely that Luna will only have a scientific purpose for the next several hundred years at least.…"
5799,sci.space,"If you want to have some fun. Plug the basic formulas into Lotus. Use the spreadsheet auto re-calc, and graphing functions to produce bar graphs based on latitude, tilt and hours of day light avg."
5800,sci.space,"The following press release was distributed April 1 by NASA Headquarters. Space Station Redesign Advisory Members Named Along with Dr. Charles M. Vest, recently named by Vice President Albert Gore to head the advisory committee on the redesign of the Space Station, NASA has announced the names of representatives from government and industry and academic experts from across the country to participate in an independent review of the redesign options being developed by NASA. ""I am extremely honored to have been selected to lead this important review panel. America's future in science and…"
5801,sci.space,"------------------------------------------------------------------------------ Ocean Reconnaissance Launch Surprises West Space News, April 5-11, 1993, p.2 [Excerpts] Russia launched its first ocean reconnaissance satellite in 26 months March 30, confounding Western analysts who had proclaimed the program dead. The Itar-TASS news agency announced the launch of Cosmos 2238 from Plesetsk Cosmodrome, but provided little description of the payload's mission. However, based on the satellite's trajectory, Western observers identified it as a military spacecraft designed to monitor electronic…"
5802,sci.space,"I love the idea of progressive developmental prizes, but the assumption has been all along that only the U.S. Gummint could fund the prizes. It wouldn't and couldn't do such a thing ... BUT ... An eccentric billionaire COULD offer such a prize or series of prizes. Anyone know H. Ross Perot or Bill Gates personally?"
5803,sci.space,"From the ""JPL Universe"" April 23, 1993 VLBI project meets with international space agencies"
5804,sci.space,"Good thing i stuck in a couple of question marks up there. I seem to recall, somebody built or at least proposed a wasp waisetd Passenger civil transport. I thought it was a 727, but maybe it was a DC- 8,9??? Sure it had a funny passenger compartment, but on the other hand it seemed to save fuel. I thought Area rules applied even before transonic speeds, just not as badly."
5805,sci.space,Well they don't export anywhere near 50% of their GNP. Mexico's perhaps but not their own. They actually export around the 9-10% mark. Similar to most developed countries actually. Australia exports a larger share of GNP as does the United States (14% I think off hand. Always likely to be out by a factor of 12 or more though) This would be immediately obvious if you thought about it. It is their import routes that count. They can do without exports but they couldn't live without imports for any longer than six months if that. Too true! But one that is unstable and hence a source of serious…
5806,sci.space,"Better idea for use of NASA Shuttle Astronauts and Crew is have them be found lost in space after a accident with a worm hole or other space/time glitch.. Maybe age Jemison a few years (makeup and such) and have her as the only survivour of a failed shuttle mission that got lost.. Heh of late, they way they have been having shuttle problems in the media, anything can happen.. Imagine a Astronaut/Crew member to find themselves in the 24th Century as the object of interest of an alien civilization, maybe rescued or helped by the ST Enterprise... I know Vegr and such was okay, but this could be…"
5807,sci.space,"Called ""gas"". The balloons were in sufficiently low orbit that they experienced some air resistance. When they were finally punctured, this preasure (and the internal preasure that was needed to maintain a spherical shape against this resistance) caused them to catastrophically deflated. The large silvered shards that remained were easily visible for some time before reentry, though no longer useful as a passive transponder."
5808,sci.space,"Who says there is no mineral rights to be given? Who says? The UN or the US Government? Major question is if you decide to mine the moon or Mars, who will stop you? The UN can't other than legal tom foolerie.. Can the truly inforce it? If you go to the moon as declare that you are now a soverign nation, who will stop you from doing it. Maybe not acknowledge you? Why can't a small company or corp or organization go an explore the great beyond of space? what right does earth have to say what is legal and what is not.. Maybe I am a few years ahead on this.. It is liek the old Catholic Church…"
5809,sci.space,"It was more than a theoretical concept; it was seriously pursued by Freeman Dyson et al many years ago. I don't know how well-known this is, but a high explosive Orion prototype flew (in the atmosphere) in San Diego back in 1957 or 1958. I was working at General Atomic at the time, but I didn't learn about the experiment until almost thirty years later, when Ted Taylor visited us and revealed that it had been done. I feel sure that someone must have film of that experiment, and I'd really like to see it. Has anyone out there seen it?"
5810,sci.space,"WHile we are on the subject of the shuttle software. what ever happened to the hypothesis that the shuttle flight software was a major factor in the loss of 51-L. to wit, that during the wind shear event, the Flight control software indicated a series of very violent engine movements that shocked and set upa harmonic resonance leading to an overstress of the struts."
5811,sci.space,"Just a pointer to the article in the current Science News article on Federal R&D funding. Very briefly, all R&D is being shifted to gaining current competitive advantage from things like military and other work that does not have as much commercial utility."
5812,sci.space,"Joint Press release ESA/UN No 18-93 Paris, 19 April 1993 UN/ESA joint training course on satellite applications to be held in Italy, 19-30 April The United Nations and the European Space Agency (ESA) are jointly organising a training course on the applications of satellite data gathered by the European Remote Sensing Satellite (ERS-1), to be held in Frascati, Italy, from 19 to 30 April. The training course will discuss the applications of satellite data concerning natural resources, renewable energy and the environment. The training course, organised for the benefit of francophone African…"
5813,sci.space,"Even worse, the city of Atlanta has a proposal before it to rent space on this orbiting billboard. Considering the caliber of people running this city, there's no telling what we're going to have leering down at us from orbit."
5814,sci.space,"As I heard the story, before Albert came up the the theory o'relativity and warped space, nobody could account for Mercury's orbit. It ran a little fast (I think) for simple Newtonian physics. With the success in finding Neptune to explain the odd movments of Uranus, it was postulated that there might be another inner planet to explain Mercury's orbit. It's unlikely anything bigger than an asteroid is closer to the sun than Mercury. I'm sure we would have spotted it by now. Perhaps some professionals can confirm that."
5815,sci.space,"Every aircraft has flight constraints for speed/AOA/power. When graphed, these define the 'flight envelope' of that aircraft, presumably so named because the graphed line encloses (envelopes) the area on the graph that represents conditions where the aircraft doesn't fall out of the sky. Hence, 'pushing the envelope' becomes 'operating at (or beyond) the edge of the flight (or operational) envelope'. Note that the envelope isn't precisely known until someone actually flies the airplane in those regions -- up to that point, all there are are the theoretical predictions. Hence, one of the…"
5816,sci.space,"definitely a lemur. Elvis couldn't spell, just listen to any of his songs."
5817,sci.space,"Thanks again. One final question. The name Gehrels wasn't known to me before this thread came up, but the May issue of Scientific American has an article about the ""Inconstant Cosmos"", with a photo of Neil Gehrels, project scientist for NASA's Compton Gamma Ray Observatory. Same person? -- Mark Brader, SoftQuad Inc., Toronto ""Information! ... We want information!"" utzoo!sq!msb, msb@sq.com -- The Prisoner"
5818,sci.space,"Is the film from the ""putt-putt"" test vehicle which used conventional explosives as a proof-of-concept test, or another one?"
5819,sci.space,What in blazes is going on with Wayne Matson and gang down in Alabama? I also heard an unconfirmed rumor that Aerospace Ambassadors have disappeared. Can anyone else confirm??
5820,sci.space,"nsmca> So some of my ideas are a bit odd, off the wall and such, but nsmca> so was Wilbur and Orville Wright, and quite a few others.. This is a common misconception. There was nothing ""off the wall"" about the Wright Brothers. They were in correspondance with a number of other experimenters (Octave Chanute, Lillienthal, etc), they flew models, they had a wind tunnel. In short, they were quite mainstream and were not regarded as odd or eccentric by the community. I suggest you read The Bishop's Boys or the biography by Harry Gates? Combs? (I can never remember which it is--the guy that had the…"
5821,sci.space,"a What about positional uncertainties in S-L 1993e? I assume we know where and what Galileo is doing within a few meters. But without the HGA, don't we have to have some pretty good ideas, of where to look before imaging? If the HGA was working, they could slew around in near real time (Less speed of light delay). But when they were imaging toutatis???? didn't someone have to get lucky on a guess to find the first images? Also, I imagine S-L 1993e will be mostly a visual image. so how will that affect the other imaging missions. with the LGA, there is a real tight allocation of bandwidth. It…"
5822,sci.space,"Pat sez; Yeah, but a windscreen cut down most of it. Canopies ended it completely. Of course, the environment in space continues to suck :-) -Tommy Mac ------------------------------------------------------------------------- Tom McWilliams 517-355-2178 wk \\ As the radius of vision increases, 18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows."
5823,sci.space,"C-3's bird may be flaking out and expecting to die soon. or C-3 may orbit over major users areas, and it may be needed to provide redundancy on that plane while b-4 may orbit over hicksville, and not have muc of a user community."
5824,sci.space,"I've been to three talks in the last month which might be of interest. I've transcribed some of my notes below. Since my note taking ability is by no means infallible, please assume that all factual errors are mine. Permission is granted to copy this without restriction. Note for newbies: The Delta Clipper project is geared towards producing a single staget to orbit, reusable launch vehicle. The DC-X vehicle is a 1/3 scale vehicle designed to test some of the concepts invovled in SSTO. It is currently undergoing tests. The DC-Y vehicle would be a full scale experimental vehicle capable of…"
5825,sci.space,Hello. I am looking for a program (or algorithm) that can be used to compute sunrise and sunset times. I would appreciate any advice.
5826,sci.space,"Why would you want to do that? The goal is to do it cheaper (remember, this isn't government). Instead of leasing an expensive launch pad, just use a SSTO and launch from a much cheaper facility. Allen"
5827,sci.space,"Here is a way to get the commericial companies into space and mineral exploration. Basically get the eci-freaks to make it so hard to get the minerals on earth.. You think this is crazy. Well in a way it is, but in a way it is reality. There is a billin the congress to do just that.. Basically to make it so expensive to mine minerals in the US, unless you can by off the inspectors or tax collectors.. ascially what I understand from talking to a few miner friends of mine, that they (the congress) propose to have a tax on the gross income of the mine, versus the adjusted income, also the state…"
5828,sci.space,"Joe, your description sounds like one of the gravity probe spacecraft ideas."
5829,sci.space,"They exist. Even photosynthetic varieties. Not economical at this time, though."
5830,sci.space,"Can someone please remind me who said a well known quotation? He was sitting atop a rocket awaiting liftoff and afterwards, in answer to the question what he had been thinking about, said (approximately) ""half a million components, each has to work perfectly, each supplied by the lowest bidder....."" Attribution and correction of the quote would be much appreciated."
5831,sci.space,"There was a recession, and none of the potential entrants could raise any money. The race organizers were actually supposed to be handling part of the fundraising, but the less said about that the better."
5832,sci.space,Also would maybe get the Russians Involved. After all they do have the resources to do it in part.. But they need the capital and the goal.. I wonder if renting the russians resources would be a disqualification?
5833,sci.space,"I posted this over in sci.astro, but it didn't make it here. Thought you all would like my wonderful pithy commentary :-) What? You guys have never seen the Goodyear blimp polluting the daytime and nightime skies? Actually an oribital sign would only be visible near sunset and sunrise, I believe. So pollution at night would be minimal. If it pays for space travel, go for it. Those who don't like spatial billboards can then head for the pristine environment of Jupiter's moons :-)"
5834,sci.space,"101 Courageous Dr. Leage City, TX 77573 Phone: (713) 538-6000 Good Luck! Doug"
5835,sci.space,"prb@access.digex.com (Pat) Pontificated: What I was getting at in my post is whether or not it might be possible to put enough brains on board future deep-space probes for them to automatically avoid such things as looking at the sun or going into an uncontrolled tumble. I heard once that the voyagers had a failsafe routine built in that essentially says ""If you never hear from Earth again, here's what to do."" This was a back up in the event a receiver burnt out but the probe could still send data (limited, but still some data). Since this would be a shutdown that may never be refunded for…"
5836,sci.space,Could someone please send me the basics of the NASP project: 1. The proposal/objectives 2. The current status of the project/obstacles encountered 3. Chance that the project shall ever be completed or any other interesting information about this project. Any help will be much appreciated
5837,sci.space,"COMET (Commercial Experiment Transport) is to launch from Wallops Island Virginia and orbit Earth for about 30 days. It is scheduled to come down in the Utah Test & Training Range, west of Salt Lake City, Utah. I saw a message in this group toward the end of March that it was to launch on March 27. Does anyone know if it launched on that day, or if not, when it is scheduled to launch and/or when it will come down. I would also be interested in what kind(s) of payload(s) are onboard. Thanks for your help."
5838,sci.space,"This is turning into 'what's a moonbase good for', and I ought not to post when I've a hundred some odd posts to go, but I would think that the real reason to have a moon base is economic. Since someone with space industry will presumeably have a much larger GNP than they would _without_ space industry, eventually, they will simply be able to afford more stuff."
5839,sci.space,"Afraid I can't give any more info on this.. and hoping someone in greter NETLAND has some details. A short story in the newspaper a few days ago made some sort of mention about how the Japanese, using what sounded like a gravity assist, had just managed to crash (or crash-land) a package on the moon. the article was very vague and unclear. and, to make matters worse, I didn't clip it. does this jog anyone's memory?"
5840,sci.space,"The National Air & Space Museum has both the prototype and the film. When I was there, some years ago, they had the prototype on display and the film continuously repeating."
5841,sci.space,"I am posting this for a friend without internet access. Please inquire to the phone number and address listed. --------------------------------------------------------------------- ""Space: Teaching's Newest Frontier"" Sponsored by the Planetary Studies Foundation The Planetary Studies Foundation is sponsoring a one week class for teachers called ""Space: Teaching's Newest Frontier."" The class will be held at the Sheraton Suites in Elk Grove, Illinois from June 14 through June 18. Participants who complete the program can earn two semester hours of graduate credit from Aurora College. Please…"
5842,sci.space,"The home office number for ENVIRONET is (301) 286-5690 (note area code change). A friend of mine used to use it to get LDEF data, but he had to apply for a login name and password. I have a call in for more info, which I hope to get in the morning."
5843,sci.space,: I have 19 (2 MB worth!) uuencode'd GIF images contain charts outlining : one of the many alternative Space Station designs being considered in : Crystal City. [...] I just posted the GIF files out for anonymous FTP on server ics.uci.edu. You can retrieve them from: ics.uci.edu:incoming/geode01.gif ics.uci.edu:incoming/geode02.gif ics.uci.edu:incoming/geode03.gif ics.uci.edu:incoming/geode04.gif ics.uci.edu:incoming/geode05.gif ics.uci.edu:incoming/geode06.gif ics.uci.edu:incoming/geode07.gif ics.uci.edu:incoming/geode08.gif ics.uci.edu:incoming/geode09.gif ics.uci.edu:incoming/geode10.gif…
5844,sci.space,": I love the idea of an inflatable 1-mile long sign.... It will be a : really neat thing to see it explode when a bolt (or even better, a : Westford Needle!) comes crashing into it at 10 clicks a sec. : <BOOM!> Whooooooooshhhhhh...... <sputter, sputter> : <okay, PRETEND it would make a sound!> ^^^^^^^^^^^^^^^^^^^^^ Just a thought... (let's pretend it IS INFLATED and PRESSURIZED) wouldn't there be a large static electricity build up around the puncture? If the metalization is behind a clear sandwich (ie. insulated) then the deflating balloon would generate electrical interference - ""noise"" By…"
5845,sci.space,"I was wondering if the FAQ files could be posted quarterly rather than monthly. Every 28-30 days, I get this bloated feeling."
5846,sci.space,"Fred. Try reading a bit. THe government does lots of multi year contracts with Penalty for cancellation clauses. They just like to be damn sure they know what they are doing before they sign a multi year contract. THe reason they aren't cutting defense spending as much as they would like is the Reagan administration signed enough Multi year contracts, that it's now cheaper to just finish them out. Look at SSF. THis years funding is 2.2 Billion, 1.8 of which will cover penalty clauses, due to the re-design."
5847,sci.space,I have before me a pertinent report from the United States General Accounting Office: National Aero-Space Plane: Restructuring Future Research and Development Efforts December 1992 Report number GAO/NSIAD-93-71 In the back it lists the following related reports: NASP: Key Issues Facing the Program (31 Mar 92) GAO/T-NSIAD-92-26 Aerospace Plane Technology: R&D Efforts in Japan and Australia (4 Oct 91) GAO/NSIAD-92-5 Aerospace Plane Technology: R&D Efforts in Europe (25 July 91) GAO/NSIAD-91-194 Aerospace Technology: Technical Data and Information on Foreign Test Facilities (22 Jun 90)…
5848,sci.space,"There is a whole constellation of custom built navigation beacon satellites in the process of being phased out right now. The TRANSIT/OSCAR satellites are being replaced by GPS. Or were you thinking of deep space navigation, which is best done with doppler/VLBI/ stellar measurements. I do not think additional radio beacons would help much."
5849,sci.space,"The following are my thoughts on a meeting that I, Hugh Kelso, and Bob Lilly had with an aide of Sen. Patty Murrays. We were there to discuss SSTO, and commercial space. This is how it went... After receiving a packet containing a presentation on the benifits of SSTO, I called and tried to schedule a meeting with our local Senator (D) Patty Murray, Washington State. I started asking for an hour, and when I heard the gasp on the end of the phone, I quickly backed off to 1/2 an hour. Later in that conversation, I learned that a standard appointment is 15 minutes. We got the standard bozo…"
5850,sci.space,The Apollo program cost something like $25 billion at a time when the value of a dollar was worth more than it is now. No one would take the offer.
